date,price
2018-10-31,2950
2018-11-01,2792
2018-11-02,2143
2018-11-03,2490
2018-11-04,1573
2018-11-05,2816
2018-11-06,2530
2018-11-07,2881
2018-11-08,3234
2018-11-09,2943
2018-11-10,2664
2018-11-11,2787
2018-11-12,1933
2018-11-13,3241
2018-11-14,3102
2018-11-15,1819
2018-11-16,3017
2018-11-17,1775
2018-11-18,2444
2018-11-19,3152
2018-11-20,3450
2018-11-21,2266
2018-11-22,3298
2018-11-23,2479
2018-11-24,2557
2018-11-25,1558
2018-11-26,1000
2018-11-27,1785
2018-11-28,2102
2018-11-29,2543
2018-11-30,2979
2018-12-01,1484
2018-12-02,1978
2018-12-03,2648
2018-12-04,2512
2018-12-05,2476
2018-12-06,3011
2018-12-07,3414
2018-12-08,2603
2018-12-09,2488
2018-12-10,3148
2018-12-11,2847
2018-12-12,3001
2018-12-13,2810
2018-12-14,2796
2018-12-15,2367
2018-12-16,2526
2018-12-17,3093
2018-12-18,2979
2018-12-19,3216
2018-12-20,2374
2018-12-21,2379
2018-12-22,2606
2018-12-23,2800
2018-12-24,2653
2018-12-25,2879
2018-12-26,2379
2018-12-27,1470
2018-12-28,2060
2018-12-29,1849
2018-12-30,2332
2018-12-31,1393
2019-01-01,2202
2019-01-02,1595
2019-01-03,2020
2019-01-04,2072
2019-01-05,2293
2019-01-06,2279
2019-01-07,1725
2019-01-08,2889
2019-01-09,2850
2019-01-10,2682
2019-01-11,3162
2019-01-12,989
2019-01-13,1790
2019-01-14,2176
2019-01-15,2106
2019-01-16,2751
2019-01-17,2509
2019-01-18,2656
2019-01-19,575
2019-01-20,1567
2019-01-21,1438
2019-01-22,1440
2019-01-23,1569
2019-01-24,2255
2019-01-25,1854
2019-01-26,1384
2019-01-27,1527
2019-01-28,725
2019-01-29,1311
2019-01-30,131
2019-01-31,744
2019-02-01,1430
2019-02-02,1553
2019-02-03,1615
2019-02-04,1881
2019-02-05,2122
2019-02-06,2023
2019-02-07,1697
2019-02-08,2590
2019-02-09,2243
2019-02-10,1414
2019-02-11,2088
2019-02-12,1267
2019-02-13,2117
2019-02-14,2535
2019-02-15,2581
2019-02-16,2124
2019-02-17,1046
2019-02-18,1342
2019-02-19,2426
2019-02-20,1633
2019-02-21,2780
2019-02-22,2958
2019-02-23,1572
2019-02-24,2162
2019-02-25,2515
2019-02-26,2130
2019-02-27,2770
2019-02-28,2631
2019-03-01,2779
2019-03-02,2167
2019-03-03,2238
2019-03-04,2616
2019-03-05,2636
2019-03-06,2730
2019-03-07,2505
2019-03-08,2815
2019-03-09,1676
2019-03-10,2244
2019-03-11,2858
2019-03-12,2914
2019-03-13,2301
2019-03-14,2336
2019-03-15,2509
2019-03-16,2592
2019-03-17,2471
2019-03-18,2990
2019-03-19,3028
2019-03-20,2181
2019-03-21,2687
2019-03-22,3475
2019-03-23,2450
2019-03-24,1900
2019-03-25,2755
2019-03-26,2863
2019-03-27,2979
2019-03-28,2798
2019-03-29,3120
2019-03-30,2337
2019-03-31,2558
2019-04-01,2864
2019-04-02,2740
2019-04-03,3082
2019-04-04,2101
2019-04-05,2059
2019-04-06,2659
2019-04-07,2107
2019-04-08,3255
2019-04-09,3120
2019-04-10,2459
2019-04-11,2271
2019-04-12,3695
2019-04-13,2419
2019-04-14,1070
2019-04-15,2081
2019-04-16,2047
2019-04-17,1876
2019-04-18,1444
2019-04-19,2096
2019-04-20,2434
2019-04-21,2746
2019-04-22,3017
2019-04-23,2745
2019-04-24,2896
2019-04-25,2976
2019-04-26,3357
2019-04-27,1264
2019-04-28,2225
2019-04-29,1780
2019-04-30,1726
2019-05-01,2650
2019-05-02,2139
2019-05-03,3334
2019-05-04,2378
2019-05-05,2518
2019-05-06,2877
2019-05-07,2342
2019-05-08,2853
2019-05-09,2737
2019-05-10,3254
2019-05-11,1973
2019-05-12,2466
2019-05-13,2923
2019-05-14,3052
2019-05-15,3005
2019-05-16,2481
2019-05-17,2625
2019-05-18,2239
2019-05-19,2238
2019-05-20,2823
2019-05-21,2380
2019-05-22,3101
2019-05-23,3231
2019-05-24,3108
2019-05-25,2538
2019-05-26,2137
2019-05-27,1750
2019-05-28,2701
2019-05-29,2977
2019-05-30,3020
2019-05-31,3256
2019-06-01,1931
2019-06-02,2083
2019-06-03,2774
2019-06-04,2429
2019-06-05,2860
2019-06-06,3093
2019-06-07,3119
2019-06-08,2159
2019-06-09,2001
2019-06-10,2992
2019-06-11,2947
2019-06-12,2299
2019-06-13,2988
2019-06-14,3007
2019-06-15,1665
2019-06-16,2212
2019-06-17,2761
2019-06-18,3031
2019-06-19,2245
2019-06-20,2449
2019-06-21,1884
2019-06-22,2180
2019-06-23,1674
2019-06-24,1582
2019-06-25,2082
2019-06-26,2064
2019-06-27,2092
2019-06-28,1876
2019-06-29,2310
2019-06-30,1973
2019-07-01,2213
2019-07-02,2087
2019-07-03,2457
2019-07-04,2695
2019-07-05,1976
2019-07-06,2198
2019-07-07,2339
2019-07-08,2360
2019-07-09,2415
2019-07-10,2479
2019-07-11,2303
2019-07-12,2489
2019-07-13,2294
2019-07-14,2281
2019-07-15,2499
2019-07-16,1979
2019-07-17,2341
2019-07-18,1822
2019-07-19,2835
2019-07-20,2181
2019-07-21,1739
2019-07-22,2229
2019-07-23,2245
2019-07-24,2271
2019-07-25,2178
2019-07-26,2161
2019-07-27,2472
2019-07-28,2401
2019-07-29,1682
2019-07-30,1992
2019-07-31,2157
2019-08-01,2148
2019-08-02,2035
2019-08-03,2287
2019-08-04,2281
2019-08-05,1891
2019-08-06,1770
2019-08-07,1843
2019-08-08,1934
2019-08-09,2049
2019-08-10,2316
2019-08-11,2293
2019-08-12,1548
2019-08-13,1812
2019-08-14,1792
2019-08-15,1922
2019-08-16,1920
2019-08-17,2029
2019-08-18,2057
2019-08-19,2063
2019-08-20,1622
2019-08-21,2038
2019-08-22,2079
2019-08-23,1927
2019-08-24,2217
2019-08-25,2175
2019-08-26,1491
2019-08-27,1999
2019-08-28,2127
2019-08-29,2087
2019-08-30,2126
2019-08-31,1993
2019-09-01,1941
2019-09-02,2127
2019-09-03,2354
2019-09-04,2869
2019-09-05,3132
2019-09-06,2919
2019-09-07,2121
2019-09-08,1884
2019-09-09,2766
2019-09-10,2810
2019-09-11,3061
2019-09-12,2771
2019-09-13,2994
2019-09-14,2169
2019-09-15,1907
2019-09-16,2886
2019-09-17,2978
2019-09-18,2976
2019-09-19,2903
2019-09-20,3212
2019-09-21,1988
2019-09-22,1592
2019-09-23,3065
2019-09-24,2856
2019-09-25,3004
2019-09-26,3023
2019-09-27,1705
2019-09-28,1873
2019-09-29,1792
2019-09-30,2878
2019-10-01,2807
2019-10-02,1969
2019-10-03,2629
2019-10-04,2941
2019-10-05,1900
2019-10-06,2156
2019-10-07,2716
2019-10-08,2765
2019-10-09,2709
2019-10-10,2655
2019-10-11,1964
2019-10-12,2333
2019-10-13,2434
2019-10-14,1939
2019-10-15,2420
2019-10-16,2897
2019-10-17,1920
2019-10-18,1867
2019-10-19,2514
2019-10-20,2344
2019-10-21,1578
2019-10-22,1638
2019-10-23,1907
2019-10-24,1968
2019-10-25,2155
2019-10-26,1463
2019-10-27,2542
2019-10-28,1629
2019-10-29,1633
2019-10-30,1129
2019-10-31,986
2019-11-01,2221
2019-11-02,2085
2019-11-03,2070
2019-11-04,2571
2019-11-05,2471
2019-11-06,2381
2019-11-07,2427
2019-11-08,2196
2019-11-09,2365
2019-11-10,2195
2019-11-11,544
2019-11-12,1682
2019-11-13,1786
2019-11-14,1680
2019-11-15,2228
2019-11-16,1964
2019-11-17,1662
2019-11-18,1591
2019-11-19,1888
2019-11-20,2424
2019-11-21,1794
2019-11-22,2785
2019-11-23,2278
2019-11-24,2181
2019-11-25,2569
2019-11-26,2180
2019-11-27,2294
2019-11-28,2412
2019-11-29,1837
2019-11-30,1553
2019-12-01,1610
2019-12-02,2352
2019-12-03,2360
2019-12-04,2503
2019-12-05,2677
2019-12-06,2336
2019-12-07,2252
2019-12-08,1973
2019-12-09,1795
2019-12-10,2262
2019-12-11,2057
2019-12-12,2560
2019-12-13,2732
2019-12-14,2119
2019-12-15,2147
2019-12-16,1899
2019-12-17,2452
2019-12-18,2527
2019-12-19,2507
2019-12-20,2412
2019-12-21,2152
2019-12-22,2051
2019-12-23,1872
2019-12-24,2013
2019-12-25,2462
2019-12-26,1973
2019-12-27,1770
2019-12-28,2134
2019-12-29,1761
2019-12-30,1260
2019-12-31,1572
2020-01-01,2023
2020-01-02,1711
2020-01-03,2273
2020-01-04,1855
2020-01-05,2107
2020-01-06,2316
2020-01-07,2249
2020-01-08,2250
2020-01-09,1821
2020-01-10,1974
2020-01-11,1036
2020-01-12,1737
2020-01-13,2141
2020-01-14,2114
2020-01-15,1852
2020-01-16,2463
2020-01-17,1777
2020-01-18,1201
2020-01-19,1748
2020-01-20,1418
2020-01-21,2009
2020-01-22,1974
2020-01-23,1576
2020-01-24,1524
2020-01-25,1354
2020-01-26,1787
2020-01-27,1987
2020-01-28,1698
2020-01-29,1935
2020-01-30,2063
2020-01-31,1640
2020-02-01,1788
2020-02-02,2135
2020-02-03,2263
2020-02-04,2130
2020-02-05,1770
2020-02-06,1469
2020-02-07,2270
2020-02-08,1948
2020-02-09,1551
2020-02-10,2130
2020-02-11,2195
2020-02-12,1965
2020-02-13,1652
2020-02-14,2477
2020-02-15,2006
2020-02-16,2019
2020-02-17,1340
2020-02-18,2400
2020-02-19,2656
2020-02-20,2719
2020-02-21,2911
2020-02-22,2379
2020-02-23,2330
2020-02-24,2472
2020-02-25,2252
2020-02-26,2280
2020-02-27,2862
2020-02-28,2877
2020-02-29,2495
2020-03-01,2320
2020-03-02,2695
2020-03-03,2596
2020-03-04,2645
2020-03-05,2607
2020-03-06,2800
2020-03-07,2457
2020-03-08,2478
2020-03-09,2079
2020-03-10,2722
2020-03-11,2578
2020-03-12,2954
2020-03-13,3430
2020-03-14,2274
2020-03-15,2486
2020-03-16,2678
2020-03-17,2035
2020-03-18,1675
2020-03-19,1734
2020-03-20,2239
2020-03-21,2397
2020-03-22,1816
2020-03-23,1804
2020-03-24,1935
2020-03-25,2017
2020-03-26,1774
2020-03-27,1828
2020-03-28,1803
2020-03-29,2085
2020-03-30,2017
2020-03-31,1866
2020-04-01,2092
2020-04-02,1998
2020-04-03,2147
2020-04-04,2214
2020-04-05,2369
2020-04-06,2005
2020-04-07,2126
2020-04-08,1880
2020-04-09,1990
2020-04-10,2321
2020-04-11,2368
2020-04-12,2403
2020-04-13,2141
2020-04-14,2185
2020-04-15,2181
2020-04-16,2317
2020-04-17,2008
2020-04-18,2703
2020-04-19,2449
2020-04-20,2099
2020-04-21,2067
2020-04-22,1889
2020-04-23,2074
2020-04-24,2253
2020-04-25,1669
2020-04-26,2292
2020-04-27,1640
2020-04-28,1752
2020-04-29,1137
2020-04-30,1819
2020-05-01,2129
2020-05-02,2653
2020-05-03,2242
2020-05-04,1823
2020-05-05,1692
2020-05-06,2105
2020-05-07,2014
2020-05-08,2190
2020-05-09,2467
2020-05-10,1866
2020-05-11,2004
2020-05-12,2035
2020-05-13,1929
2020-05-14,1554
2020-05-15,1985
2020-05-16,2132
2020-05-17,1198
2020-05-18,1720
2020-05-19,1514
2020-05-20,1867
2020-05-21,1662
2020-05-22,2039
2020-05-23,2024
2020-05-24,2389
2020-05-25,2031
2020-05-26,1350
2020-05-27,1543
2020-05-28,1654
2020-05-29,1925
2020-05-30,1915
2020-05-31,3129
2020-06-01,1955
2020-06-02,2157
2020-06-03,1669
2020-06-04,1893
2020-06-05,1904
2020-06-06,2393
2020-06-07,2419
2020-06-08,2036
2020-06-09,1652
2020-06-10,2009
2020-06-11,2234
2020-06-12,2046
2020-06-13,2425
2020-06-14,2233
2020-06-15,2027
2020-06-16,1938
2020-06-17,1995
2020-06-18,2115
2020-06-19,2272
2020-06-20,2393
2020-06-21,2622
2020-06-22,1705
2020-06-23,1985
2020-06-24,1983
2020-06-25,2138
2020-06-26,1739
2020-06-27,2640
2020-06-28,2456
2020-06-29,1870
2020-06-30,2306
2020-07-01,2125
2020-07-02,2369
2020-07-03,2588
2020-07-04,3045
2020-07-05,2444
2020-07-06,2111
2020-07-07,2117
2020-07-08,2149
2020-07-09,2218
2020-07-10,2210
2020-07-11,2482
2020-07-12,2310
2020-07-13,2083
2020-07-14,2118
2020-07-15,1707
2020-07-16,2088
2020-07-17,2338
2020-07-18,2647
2020-07-19,2052
2020-07-20,2171
2020-07-21,1830
2020-07-22,2230
2020-07-23,2295
2020-07-24,2349
2020-07-25,2769
2020-07-26,2535
2020-07-27,2174
2020-07-28,2205
2020-07-29,1859
2020-07-30,2114
2020-07-31,2253
2020-08-01,2279
2020-08-02,2109
2020-08-03,1991
2020-08-04,2108
2020-08-05,2035
2020-08-06,2085
2020-08-07,2243
2020-08-08,2482
2020-08-09,2373
2020-08-10,1698
2020-08-11,1762
2020-08-12,1842
2020-08-13,1972
2020-08-14,2262
2020-08-15,2441
2020-08-16,2335
2020-08-17,1943
2020-08-18,1898
2020-08-19,2042
2020-08-20,2124
2020-08-21,2201
2020-08-22,2547
2020-08-23,2299
2020-08-24,2086
2020-08-25,1956
2020-08-26,2171
2020-08-27,2172
2020-08-28,2233
2020-08-29,2340
2020-08-30,2223
2020-08-31,1874
2020-09-01,1471
2020-09-02,2164
2020-09-03,2139
2020-09-04,2247
2020-09-05,2351
2020-09-06,2162
2020-09-07,2285
2020-09-08,1430
2020-09-09,1794
2020-09-10,1754
2020-09-11,1936
2020-09-12,1651
2020-09-13,2174
2020-09-14,1816
2020-09-15,2010
2020-09-16,2144
2020-09-17,2189
2020-09-18,2274
2020-09-19,2333
2020-09-20,2337
2020-09-21,1963
2020-09-22,2007
2020-09-23,2090
2020-09-24,2013
2020-09-25,2141
2020-09-26,2303
2020-09-27,1956
2020-09-28,1671
2020-09-29,1917
2020-09-30,1965
2020-10-01,1787
2020-10-02,2052
2020-10-03,1814
2020-10-04,2046
2020-10-05,1873
2020-10-06,1827
2020-10-07,2041
2020-10-08,1971
2020-10-09,2202
2020-10-10,2350
2020-10-11,2240
2020-10-12,1790
2020-10-13,2028
2020-10-14,2067
2020-10-15,2006
2020-10-16,2177
2020-10-17,2409
2020-10-18,1614
2020-10-19,1677
2020-10-20,1627
2020-10-21,1641
2020-10-22,1894
2020-10-23,1456
2020-10-24,2347
2020-10-25,2153
2020-10-26,1599
2020-10-27,1379
2020-10-28,1813
2020-10-29,1930
2020-10-30,1989
2020-10-31,2158
2020-11-01,2086
2020-11-02,1818
2020-11-03,1867
2020-11-04,1876
2020-11-05,1950
2020-11-06,2025
2020-11-07,2278
2020-11-08,2080
2020-11-09,1837
2020-11-10,1647
2020-11-11,1876
2020-11-12,2070
2020-11-13,2164
2020-11-14,2020
2020-11-15,1943
2020-11-16,1905
2020-11-17,1872
2020-11-18,1778
2020-11-19,1814
2020-11-20,1706
2020-11-21,2003
2020-11-22,1715
2020-11-23,1783
2020-11-24,1043
2020-11-25,1253
2020-11-26,2507
2020-11-27,2076
2020-11-28,2103
2020-11-29,2072
2020-11-30,1614
2020-12-01,1810
2020-12-02,1957
2020-12-03,1945
2020-12-04,2061
2020-12-05,2270
2020-12-06,1942
2020-12-07,1706
2020-12-08,1887
2020-12-09,2036
2020-12-10,1956
2020-12-11,1596
2020-12-12,1595
2020-12-13,2210
2020-12-14,1951
2020-12-15,1899
2020-12-16,1509
2020-12-17,1554
2020-12-18,2029
2020-12-19,2326
2020-12-20,2338
2020-12-21,1911
2020-12-22,1923
2020-12-23,1685
2020-12-24,2440
2020-12-25,2821
2020-12-26,2497
2020-12-27,2351
2020-12-28,2161
2020-12-29,1276
2020-12-30,1287
2020-12-31,2077
2021-01-01,1141
2021-01-02,1838
2021-01-03,1821
2021-01-04,1571
2021-01-05,1468
2021-01-06,1570
2021-01-07,1674
2021-01-08,1673
2021-01-09,2228
2021-01-10,1928
2021-01-11,1657
2021-01-12,1799
2021-01-13,1709
2021-01-14,1533
2021-01-15,1594
2021-01-16,1104
2021-01-17,1297
2021-01-18,1147
2021-01-19,1248
2021-01-20,1399
2021-01-21,1596
2021-01-22,1555
2021-01-23,1362
2021-01-24,1137
2021-01-25,1065
2021-01-26,709
2021-01-27,823
2021-01-28,986
2021-01-29,1215
2021-01-30,751
2021-01-31,248
2021-02-01,719
2021-02-02,768
2021-02-03,979
2021-02-04,494
2021-02-05,886
2021-02-06,758
2021-02-07,934
2021-02-08,581
2021-02-09,843
2021-02-10,619
2021-02-11,870
2021-02-12,1154
2021-02-13,459
2021-02-14,772
2021-02-15,122
2021-02-16,197
2021-02-17,572
2021-02-18,814
2021-02-19,1005
2021-02-20,925
2021-02-21,765
2021-02-22,1075
2021-02-23,1335
2021-02-24,1480
2021-02-25,1543
2021-02-26,1672
2021-02-27,1725
2021-02-28,1360
2021-03-01,11373
2021-03-02,11068
2021-03-03,10385
2021-03-04,10393
2021-03-05,11500
2021-03-06,10146
2021-03-07,9887
2021-03-08,11042
2021-03-09,10478
2021-03-10,9426
2021-03-11,10671
2021-03-12,10768
2021-03-13,10132
2021-03-14,9006
2021-03-15,6946
2021-03-16,9418
2021-03-17,8299
2021-03-18,9410
2021-03-19,11590
2021-03-20,10612
2021-03-21,10170
2021-03-22,10779
2021-03-23,9242
2021-03-24,9911
2021-03-25,9454
2021-03-26,10039
2021-03-27,10439
2021-03-28,10385
2021-03-29,8578
2021-03-30,8341
2021-03-31,8458
2021-04-01,9194
2021-04-02,9694
2021-04-03,10890
2021-04-04,11661
2021-04-05,10109
2021-04-06,11357
2021-04-07,9890
2021-04-08,7973
2021-04-09,11220
2021-04-10,8624
2021-04-11,10186
2021-04-12,11658
2021-04-13,11864
2021-04-14,10590
2021-04-15,11772
2021-04-16,8662
2021-04-17,9785
2021-04-18,9694
2021-04-19,10625
2021-04-20,11664
2021-04-21,9001
2021-04-22,11710
2021-04-23,13648
2021-04-24,9749
2021-04-25,10059
2021-04-26,13396
2021-04-27,13846
2021-04-28,8873
2021-04-29,12194
2021-04-30,13182
2021-05-01,10159
2021-05-02,11383
2021-05-03,11347
2021-05-04,10785
2021-05-05,11665
2021-05-06,11860
2021-05-07,14077
2021-05-08,10367
2021-05-09,10531
2021-05-10,12613
2021-05-11,12173
2021-05-12,11177
2021-05-13,13218
2021-05-14,13394
2021-05-15,8922
2021-05-16,10488
2021-05-17,12410
2021-05-18,8359
2021-05-19,10456
2021-05-20,13045
2021-05-21,13211
2021-05-22,10830
2021-05-23,9499
2021-05-24,12356
2021-05-25,11549
2021-05-26,9944
2021-05-27,10525
2021-05-28,9608
2021-05-29,10248
2021-05-30,10046
2021-05-31,9256
2021-06-01,12007
2021-06-02,9998
2021-06-03,11974
2021-06-04,12468
2021-06-05,10053
2021-06-06,9332
2021-06-07,10522
2021-06-08,11913
2021-06-09,10636
2021-06-10,12211
2021-06-11,12716
2021-06-12,9745
2021-06-13,10618
2021-06-14,12113
2021-06-15,11863
2021-06-16,10428
2021-06-17,11989
2021-06-18,12167
2021-06-19,10350
2021-06-20,9416
2021-06-21,11899
2021-06-22,11520
2021-06-23,7912
2021-06-24,6618
2021-06-25,7356
2021-06-26,7379
2021-06-27,9873
2021-06-28,6957
2021-06-29,7259
2021-06-30,7362
2021-07-01,8113
2021-07-02,8115
2021-07-03,9756
2021-07-04,10381
2021-07-05,9417
2021-07-06,10789
2021-07-07,10396
2021-07-08,9496
2021-07-09,10866
2021-07-10,8094
2021-07-11,8089
2021-07-12,10870
2021-07-13,10255
2021-07-14,10821
2021-07-15,10237
2021-07-16,10514
2021-07-17,10117
2021-07-18,10320
2021-07-19,10514
2021-07-20,10501
2021-07-21,10167
2021-07-22,10873
2021-07-23,10630
2021-07-24,9738
2021-07-25,10384
2021-07-26,10679
2021-07-27,10645
2021-07-28,10955
2021-07-29,10457
2021-07-30,10427
2021-07-31,9593
2021-08-01,9234
2021-08-02,9713
2021-08-03,9463
2021-08-04,9144
2021-08-05,9741
2021-08-06,9277
2021-08-07,9146
2021-08-08,8776
2021-08-09,7604
2021-08-10,8315
2021-08-11,8365
2021-08-12,8778
2021-08-13,9049
2021-08-14,9481
2021-08-15,9455
2021-08-16,7671
2021-08-17,7411
2021-08-18,7897
2021-08-19,7970
2021-08-20,8440
2021-08-21,8667
2021-08-22,8886
2021-08-23,7712
2021-08-24,7027
2021-08-25,7313
2021-08-26,8162
2021-08-27,8039
2021-08-28,9281
2021-08-29,8983
2021-08-30,8581
2021-08-31,9361
2021-09-01,10614
2021-09-02,10238
2021-09-03,10451
2021-09-04,7650
2021-09-05,9272
2021-09-06,8469
2021-09-07,9596
2021-09-08,10835
2021-09-09,10382
2021-09-10,11114
2021-09-11,7936
2021-09-12,7952
2021-09-13,10128
2021-09-14,9961
2021-09-15,9577
2021-09-16,9889
2021-09-17,10069
2021-09-18,7743
2021-09-19,8650
2021-09-20,9060
2021-09-21,8616
2021-09-22,8583
2021-09-23,9850
2021-09-24,10382
2021-09-25,8230
2021-09-26,8452
2021-09-27,9922
2021-09-28,9905
2021-09-29,10413
2021-09-30,10476
2021-10-01,11828
2021-10-02,7231
2021-10-03,7394
2021-10-04,8984
2021-10-05,8766
2021-10-06,9416
2021-10-07,8347
2021-10-08,10426
2021-10-09,8231
2021-10-10,8161
2021-10-11,5022
2021-10-12,8942
2021-10-13,8447
2021-10-14,9301
2021-10-15,10132
2021-10-16,8150
2021-10-17,8065
2021-10-18,9899
2021-10-19,9893
2021-10-20,9671
2021-10-21,8904
2021-10-22,9989
2021-10-23,8265
2021-10-24,5075
2021-10-25,6839
2021-10-26,9164
2021-10-27,9885
2021-10-28,7116
2021-10-29,5665
2021-10-30,7635
2021-10-31,8207
2021-11-01,9132
2021-11-02,9282
2021-11-03,9027
2021-11-04,9598
2021-11-05,6823
2021-11-06,7865
2021-11-07,7862
2021-11-08,9546
2021-11-09,8253
2021-11-10,9008
2021-11-11,5618
2021-11-12,5891
2021-11-13,6755
2021-11-14,6424
2021-11-15,7908
2021-11-16,8064
2021-11-17,4553
2021-11-18,6132
2021-11-19,4570
2021-11-20,2725
2021-11-21,2925
2021-11-22,5998
2021-11-23,7818
2021-11-24,5788
2021-11-25,7975
2021-11-26,7557
2021-11-27,7792
2021-11-28,7854
2021-11-29,8640
2021-11-30,9071
2021-12-01,7663
2021-12-02,8990
2021-12-03,8988
2021-12-04,6917
2021-12-05,5004
2021-12-06,8238
2021-12-07,8078
2021-12-08,9026
2021-12-09,8350
2021-12-10,7837
2021-12-11,7323
2021-12-12,7599
2021-12-13,9167
2021-12-14,8267
2021-12-15,7672
2021-12-16,9033
2021-12-17,9462
2021-12-18,6354
2021-12-19,7258
2021-12-20,6427
2021-12-21,6189
2021-12-22,6653
2021-12-23,6671
2021-12-24,6283
2021-12-25,7480
2021-12-26,7552
2021-12-27,5858
2021-12-28,3860
2021-12-29,6075
2021-12-30,5852
2021-12-31,7254
